location,file,box,male,female,duet,not_kiwi,other_label,close_call,ok_call,far_call,low_noise,medium_noise,high_noise,terrible_noise,trip_date
B12M,20220513_193000.WAV,"[595, 623]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220513_211500.WAV,"[477, 503]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
B12M,20220514_190000.WAV,"[707, 738]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220514_194500.WAV,"[722, 743]",false,false,false,true,,,,,,,,,2022-05-27
B12M,20220514_220000.WAV,"[475, 508]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
B12M,20220514_234500.WAV,"[572, 595]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
B12M,20220515_010000.WAV,"[147, 168]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
B12M,20220515_011500.WAV,"[512, 545]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220515_023000.WAV,"[327, 360]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220515_031500.WAV,"[832, 863]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220515_043000.WAV,"[472, 498]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
B12M,20220515_054500.WAV,"[67, 90]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220515_063000.WAV,"[0, 30]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220515_203000.WAV,"[450, 483]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
B12M,20220516_024500.WAV,"[782, 840]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220516_050000.WAV,"[542, 558]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
B12M,20220516_054500.WAV,"[772, 793]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220516_061500.WAV,"[445, 458]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
B12M,20220516_064500.WAV,"[420, 440]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220516_071500.WAV,"[600, 618]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
B12M,20220516_193000.WAV,"[620, 653]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220517_021500.WAV,"[372, 380]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
B12M,20220517_190000.WAV,"[125, 150]",false,false,false,true,,,,,,,,,2022-05-27
B12M,20220517_194500.WAV,"[65, 95]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
B12M,20220517_210000.WAV,"[275, 303]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220518_051500.WAV,"[522, 548]",true,false,false,false,,false,true,false,false,false,false,true,2022-05-27
B12M,20220518_064500.WAV,"[472, 490]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
B12M,20220518_071500.WAV,"[295, 325]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
B12M,20220518_184500.WAV,"[647, 670]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
B12M,20220518_191500.WAV,"[295, 315]",false,false,false,true,,,,,,,,,2022-05-27
B12M,20220518_193000.WAV,"[97, 113]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220518_200000.WAV,"[597, 610]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220519_040000.WAV,"[792, 823]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220519_041500.WAV,"[795, 825]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220519_234500.WAV,"[95, 110]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220520_044500.WAV,"[332, 368]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
B12M,20220520_071500.WAV,"[587, 603]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
B12M,20220520_190000.WAV,"[170, 190]",false,false,false,true,,,,,,,,,2022-05-27
B12M,20220520_200000.WAV,"[142, 170]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
B12M,20220520_203000.WAV,"[692, 708]",false,false,false,true,,,,,,,,,2022-05-27
B12M,20220522_004500.WAV,"[740, 755]",false,false,false,true,,,,,,,,,2022-05-27
B12M,20220522_040000.WAV,"[627, 650]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220522_193000.WAV,"[205, 240]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220522_234500.WAV,"[170, 198]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220523_021500.WAV,"[7, 40]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220523_033000.WAV,"[855, 878]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220523_044500.WAV,"[735, 763]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
B12M,20220523_053000.WAV,"[650, 670]",false,false,false,true,,,,,,,,,2022-05-27
B12M,20220523_061500.WAV,"[775, 785]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
B12M,20220523_063000.WAV,"[337, 348]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
B12M,20220523_064500.WAV,"[332, 340]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
B12M,20220525_041500.WAV,"[850, 875]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
B12M,20220525_230000.WAV,"[367, 415]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220526_193000.WAV,"[882, 895]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
B12M,20220526_204500.WAV,"[87, 120]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
B12M,20220526_231500.WAV,"[515, 525]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
B12M,20220527_001500.WAV,"[345, 353]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
B12M,20220527_021500.WAV,"[867, 895]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220427_191500.WAV,"[215, 250]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220427_194500.WAV,"[580, 615]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220427_204500.WAV,"[627, 658]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220427_224500.WAV,"[740, 775]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220428_010000.WAV,"[647, 703]",false,false,true,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220428_011500.WAV,"[205, 213]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220428_033000.WAV,"[805, 825]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220428_054500.WAV,"[510, 545]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220428_071500.WAV,"[882, 895]",false,true,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220428_183000.WAV,"[252, 260]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220428_191500.WAV,"[12, 48]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220428_200000.WAV,"[115, 150]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220428_214500.WAV,"[260, 293]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220428_221500.WAV,"[720, 743]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220428_223000.WAV,"[460, 493]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220428_234500.WAV,"[797, 833]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220429_000000.WAV,"[700, 713]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220429_001500.WAV,"[87, 95]",false,true,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220429_010000.WAV,"[225, 255]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_011500.WAV,"[30, 65]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_020000.WAV,"[825, 853]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_024500.WAV,"[305, 338]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_033000.WAV,"[467, 500]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_054500.WAV,"[502, 535]",false,true,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220429_183000.WAV,"[102, 115]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220429_184500.WAV,"[602, 610]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220429_200000.WAV,"[605, 640]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220429_201500.WAV,"[822, 885]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_204500.WAV,"[147, 173]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_213000.WAV,"[115, 150]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220429_230000.WAV,"[290, 313]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_231500.WAV,"[780, 828]",false,false,true,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220430_004500.WAV,"[705, 730]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220430_010000.WAV,"[175, 208]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220430_020000.WAV,"[335, 355]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220430_021500.WAV,"[72, 105]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220430_041500.WAV,"[722, 753]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220430_050000.WAV,"[755, 790]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220430_053000.WAV,"[755, 773]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220430_071500.WAV,"[732, 775]",false,false,true,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220430_190000.WAV,"[885, 895]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220430_191500.WAV,"[0, 15]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220430_203000.WAV,"[445, 478]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220430_204500.WAV,"[200, 218]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220430_230000.WAV,"[450, 465]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220430_234500.WAV,"[507, 570]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220501_003000.WAV,"[560, 595]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220501_024500.WAV,"[7, 38]",false,false,true,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220501_053000.WAV,"[442, 475]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220501_054500.WAV,"[702, 713]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220501_063000.WAV,"[277, 310]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220501_201500.WAV,"[647, 683]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220501_223000.WAV,"[262, 293]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220502_003000.WAV,"[597, 610]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220502_020000.WAV,"[32, 58]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220502_023000.WAV,"[440, 468]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220502_063000.WAV,"[787, 810]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220502_070000.WAV,"[540, 568]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220502_190000.WAV,"[635, 660]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220502_191500.WAV,"[287, 305]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220502_210000.WAV,"[785, 808]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220502_211500.WAV,"[305, 335]",false,true,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220502_213000.WAV,"[377, 385]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220502_233000.WAV,"[97, 133]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220503_020000.WAV,"[130, 163]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220503_024500.WAV,"[605, 638]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220503_043000.WAV,"[777, 813]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220503_064500.WAV,"[305, 335]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220503_194500.WAV,"[420, 433]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220503_200000.WAV,"[725, 758]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220503_214500.WAV,"[42, 70]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220503_223000.WAV,"[607, 643]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220503_230000.WAV,"[35, 63]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220504_000000.WAV,"[495, 530]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220504_001500.WAV,"[262, 293]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220504_014500.WAV,"[222, 240]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
